"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
20;2;6;"Emil Krzysztof SAWICKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"instruktor sportu";"Rybie";"142106";"gm. Raszyn";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";3208;"2,91";"0,44";"Nie"
20;2;7;"Agata KAPUŚCIŃSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"ekonomista";"Marki";"143402";"m. Marki";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";3817;"3,47";"0,52";"Nie"
20;2;8;"Magdalena BIERNACKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"wyższy urzędnik samorządowy";"Nasielsk";"141404";"gm. Nasielsk";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";4262;"3,87";"0,58";"Nie"
20;2;9;"Piotr Jan MARCZYŃSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"lekarz";"Opypy";"140504";"gm. Grodzisk Mazowiecki";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1467;"1,33";"0,20";"Nie"
20;2;10;"Emilia OLEKSIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"dyrektor szkoły";"Tłuszcz";"143411";"gm. Tłuszcz";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";3802;"3,45";"0,52";"Nie"
20;2;11;"Paweł Stanisław KARBOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"technik technologii żywności";"Piaseczno";"141804";"gm. Piaseczno";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1103;"1,00";"0,15";"Nie"
20;2;12;"Artur Mateusz ŚWIERCZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"pracownik samorządowy";"Pruszków";"142102";"m. Pruszków";"nie należy do partii politycznej";"";3855;"3,50";"0,53";"Nie"
20;2;13;"Arkadiusz Franciszek MICHALAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"oficer sił zbrojnych";"Józefosław";"141804";"gm. Piaseczno";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1395;"1,27";"0,19";"Nie"
20;2;14;"Bogusława TOMASIK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"pielęgniarka";"Rynia";"140803";"gm. Nieporęt";"nie należy do partii politycznej";"";1011;"0,92";"0,14";"Nie"
20;2;15;"Arkadiusz GRABOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"dyrektor handlowy";"Kobyłka";"143401";"m. Kobyłka";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1191;"1,08";"0,16";"Nie"
20;2;16;"Krzysztof DOBRZYNIECKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"urzędnik";"Radzymin";"143409";"gm. Radzymin";"nie należy do partii politycznej";"";1304;"1,18";"0,18";"Nie"
20;2;17;"Tobiasz PISZCZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"specjalista do spraw sprzedaży";"Warszawa";"146511";"Targówek";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";515;"0,47";"0,07";"Nie"
20;2;18;"Artur POZOREK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"wyższy urzędnik samorządowy";"Jabłonna";"140802";"gm. Jabłonna";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";716;"0,65";"0,10";"Nie"
20;2;19;"Wojciech Tomasz MOSZCZYŃSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"dyrektor finansowy";"Owczarnia";"142103";"gm. Brwinów";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";480;"0,44";"0,07";"Nie"
20;2;20;"Marcin PAWLAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"wyższy urzędnik samorządowy";"Piaseczno";"141804";"gm. Piaseczno";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";1109;"1,01";"0,15";"Nie"
20;2;21;"Maja Magdalena WINIARSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"zawodowy działacz organizacji pozarządowych";"Opypy";"140504";"gm. Grodzisk Mazowiecki";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";1906;"1,73";"0,26";"Nie"
20;2;22;"Błażej STECKO";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel";"Kampinos";"143203";"gm. Kampinos";"nie należy do partii politycznej";"";802;"0,73";"0,11";"Nie"
20;2;23;"Anna Agnieszka SZCZĘŚNIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"asystent prawny";"Józefosław";"141804";"gm. Piaseczno";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";2528;"2,30";"0,35";"Nie"
20;2;24;"Agnieszka Beata PETELICKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"ekonomista";"Warszawa";"146505";"Mokotów";"nie należy do partii politycznej";"";3316;"3,01";"0,45";"Nie"
20;3;1;"Arkadiusz IWANIAK";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"ekonomista";"Płock";"146201";"m. Płock";"członek partii politycznej: Nowa Lewica";"";10374;"20,12";"1,42";"Nie"
20;3;2;"Joanna Beata WICHA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"pielęgniarka";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Lewica Razem";"";15324;"29,72";"2,10";"Tak"
20;3;3;"Bartosz Konrad GAWKOWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"urzędnik do spraw licencji";"Radzymin";"143409";"gm. Radzymin";"członek partii politycznej: Nowa Lewica";"";4645;"9,01";"0,64";"Nie"
20;3;4;"Liliana KOZIELSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"przedstawiciel handlowy";"Lesznowola";"141803";"gm. Lesznowola";"członek partii politycznej: Nowa Lewica";"";3266;"6,33";"0,45";"Nie"
20;3;5;"Marcin SZOST";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"kontroler finansowy";"Zgorzała";"141803";"gm. Lesznowola";"członek partii politycznej: Lewica Razem";"";1633;"3,17";"0,22";"Nie"
20;3;6;"Andrzej Marek RADZIKOWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"koordynator sprzedaży";"Kiścienne";"141402";"gm. Czosnów";"nie należy do partii politycznej";"";631;"1,22";"0,09";"Nie"
20;3;7;"Ewa Magdalena WRÓBLEWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"prawnik";"Słupno";"143409";"gm. Radzymin";"członek partii politycznej: Nowa Lewica";"";2946;"5,71";"0,40";"Nie"
20;3;8;"Mateusz Kamil STEFANKOWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"sprzedawca";"Słupno";"143409";"gm. Radzymin";"członek partii politycznej: Lewica Razem";"";500;"0,97";"0,07";"Nie"
20;3;9;"Tadeusz Franciszek WENDA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"technik mechanik";"Pruszków";"142102";"m. Pruszków";"członek partii politycznej: Nowa Lewica";"";361;"0,70";"0,05";"Nie"
20;3;10;"Andrzej WOJCIESKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"inżynier teleinformatyk";"Otwock";"141702";"m. Otwock";"członek partii politycznej: Nowa Lewica";"";508;"0,99";"0,07";"Nie"
20;3;11;"Ewa Barbara SAWICKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"kulturoznawca";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Lewica Razem";"";2515;"4,88";"0,34";"Nie"
20;3;12;"Adam Andrzej KAZBIERUK";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"kierownik działu hotelu";"Kosów";"141803";"gm. Lesznowola";"członek partii politycznej: Nowa Lewica";"";315;"0,61";"0,04";"Nie"
20;3;13;"Agnieszka Anna SZYBIAK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"redaktor";"Warszawa";"146514";"Wawer";"członek partii politycznej: Lewica Razem";"";983;"1,91";"0,13";"Nie"
20;3;14;"Kamil MICHALSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"geodeta";"Wołomin";"143412";"gm. Wołomin";"członek partii politycznej: Nowa Lewica";"";507;"0,98";"0,07";"Nie"
20;3;15;"Urszula ANTOLIK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista administracji publicznej";"Boryszew";"141708";"gm. Wiązowna";"członek partii politycznej: Nowa Lewica";"";493;"0,96";"0,07";"Nie"
20;3;16;"Firuza PIECHUCKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"dyrektor generalny";"Warszawa";"146514";"Wawer";"członek partii politycznej: Nowa Lewica";"";487;"0,94";"0,07";"Nie"
20;3;17;"Patrycja KUCHARSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"biotechnolog";"Stara Iwiczna";"141803";"gm. Lesznowola";"członek partii politycznej: Lewica Razem";"";1462;"2,84";"0,20";"Nie"
20;3;18;"Jan Filip HARASYMOWICZ";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"inżynier budownictwa - budownictwo ogólne";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Lewica Razem";"";517;"1,00";"0,07";"Nie"
20;3;19;"Izabela Marta SZYMAŃSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista do spraw administracji i zarządzania";"Sade Budy";"140505";"gm. Jaktorów";"członek partii politycznej: Nowa Lewica";"";986;"1,91";"0,13";"Nie"
20;3;20;"Jakub Nikodem ŻABIŃSKI-SIKORSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"technik informatyk";"Warszawa";"146504";"Bielany";"członek partii politycznej: Polska Partia Socjalistyczna";"";212;"0,41";"0,03";"Nie"
20;3;21;"Łukasz SZAMBURSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"agent ubezpieczeniowy";"Pruszków";"142102";"m. Pruszków";"członek partii politycznej: Lewica Razem";"";254;"0,49";"0,03";"Nie"
20;3;22;"Katarzyna DZIUBIEL";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"technik żywienia i usług gastronomicznych";"Ostrówek";"143305";"gm. Łochów";"członek partii politycznej: Nowa Lewica";"";681;"1,32";"0,09";"Nie"
20;3;23;"Monika BŁASZCZAK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"przedsiębiorca";"Wołomin";"143412";"gm. Wołomin";"członek partii politycznej: Nowa Lewica";"";1206;"2,34";"0,17";"Nie"
20;3;24;"Mariusz TORBUS";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"oficer pożarnictwa";"Nowy Dwór Mazowiecki";"141401";"m. Nowy Dwór Mazowiecki";"nie należy do partii politycznej";"";750;"1,45";"0,10";"Nie"
20;4;1;"Mariusz BŁASZCZAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"urzędnik państwowy";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Prawo i Sprawiedliwość";"";127578;"55,01";"17,46";"Tak"
20;4;2;"Anita CZERWIŃSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"prawnik";"Wyględy";"143204";"gm. Leszno";"członek partii politycznej: Prawo i Sprawiedliwość";"";18443;"7,95";"2,52";"Tak"
20;4;3;"Zdzisław Tadeusz SIPIERA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"urzędnik państwowy";"Pruszków";"142102";"m. Pruszków";"członek partii politycznej: Prawo i Sprawiedliwość";"";8740;"3,77";"1,20";"Nie"
20;4;4;"Piotr Michał UŚCIŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł na Sejm RP";"Ząbki";"143403";"m. Ząbki";"członek partii politycznej: Prawo i Sprawiedliwość";"";15006;"6,47";"2,05";"Tak"
20;4;5;"Michał Feliks PRÓSZYŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"politolog";"Warszawa";"146518";"Wola";"członek partii politycznej: Prawo i Sprawiedliwość";"";5333;"2,30";"0,73";"Nie"
20;4;6;"Dominika Małgorzata CHOROSIŃSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"aktorka";"Konstancin-Jeziorna";"141802";"gm. Konstancin-Jeziorna";"członek partii politycznej: Prawo i Sprawiedliwość";"";9582;"4,13";"1,31";"Tak"
20;4;7;"Dorota Małgorzata BOJEMSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"zawodowy działacz organizacji pozarządowych";"Warszawa";"146513";"Ursynów";"nie należy do partii politycznej";"";5361;"2,31";"0,73";"Nie"
20;4;8;"Dariusz OLSZEWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"dyrektor ds. administracyjnych";"Karczew";"141704";"gm. Karczew";"członek partii politycznej: Suwerenna Polska";"";7617;"3,28";"1,04";"Nie"
20;4;9;"Michał MARGIELSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"inżynier kształtowania środowiska";"Otwock";"141702";"m. Otwock";"nie należy do partii politycznej";"";4401;"1,90";"0,60";"Nie"
20;4;10;"Andrzej Wiesław ZARĘBA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"inżynier mechanik";"Rybie";"142106";"gm. Raszyn";"członek partii politycznej: Prawo i Sprawiedliwość";"";3001;"1,29";"0,41";"Nie"
20;4;11;"Stefan TRACZYK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"leśnik";"Celestynów";"141703";"gm. Celestynów";"członek partii politycznej: Prawo i Sprawiedliwość";"";2160;"0,93";"0,30";"Nie"
20;4;12;"Andrzej BITTEL";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"prawnik";"Warszawa";"146511";"Targówek";"członek partii politycznej: Prawo i Sprawiedliwość";"";688;"0,30";"0,09";"Nie"
20;4;13;"Robert PERKOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"ekonomista";"Ząbki";"143403";"m. Ząbki";"nie należy do partii politycznej";"";5175;"2,23";"0,71";"Nie"
20;4;14;"Magdalena Agnieszka BEYER";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"politolog";"Parzniew";"142103";"gm. Brwinów";"członek partii politycznej: Prawo i Sprawiedliwość";"";2173;"0,94";"0,30";"Nie"
20;4;15;"Konrad MICHALSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"informatyk";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Prawo i Sprawiedliwość";"";1131;"0,49";"0,15";"Nie"
20;4;16;"Hanna SKRZYPCZAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"wyższy urzędnik samorządowy";"Stare Załubice";"143409";"gm. Radzymin";"członek partii politycznej: Prawo i Sprawiedliwość";"";1674;"0,72";"0,23";"Nie"
20;4;17;"Anna Krystyna RUDZKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"historyk";"Łomianki";"143205";"gm. Łomianki";"członek partii politycznej: Prawo i Sprawiedliwość";"";1135;"0,49";"0,16";"Nie"
20;4;18;"Wojciech Jerzy OŁDAKOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"historyk";"Głosków";"141804";"gm. Piaseczno";"członek partii politycznej: Prawo i Sprawiedliwość";"";1819;"0,78";"0,25";"Nie"
20;4;19;"Monika Joanna KWIEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"nauczyciel";"Otwock";"141702";"m. Otwock";"członek partii politycznej: Prawo i Sprawiedliwość";"";1042;"0,45";"0,14";"Nie"
20;4;20;"Radosław Kamil DEC";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"menadżer";"Marki";"143402";"m. Marki";"członek partii politycznej: Prawo i Sprawiedliwość";"";1062;"0,46";"0,15";"Nie"
20;4;21;"Maria Izabela GAŁECKA-WOLSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"diagnosta laboratoryjny";"Milanówek";"140501";"m. Milanówek";"członek partii politycznej: Prawo i Sprawiedliwość";"";929;"0,40";"0,13";"Nie"
20;4;22;"Monika Dorota JANCZARA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"samorządowiec";"Kobyłka";"143401";"m. Kobyłka";"członek partii politycznej: Prawo i Sprawiedliwość";"";1009;"0,44";"0,14";"Nie"
20;4;23;"Robert Andrzej LICHOCKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"prawnik";"Nowa Wola";"141803";"gm. Lesznowola";"członek partii politycznej: Prawo i Sprawiedliwość";"";786;"0,34";"0,11";"Nie"
20;4;24;"Robert SZYDLIK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"menadżer";"Tłuszcz";"143411";"gm. Tłuszcz";"członek partii politycznej: Prawo i Sprawiedliwość";"";6060;"2,61";"0,83";"Nie"
20;5;1;"Janusz Ryszard KORWIN-MIKKE";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"publicysta";"Otwock";"141702";"m. Otwock";"członek partii politycznej: Nowa Nadzieja";"";9939;"19,27";"1,36";"Nie"
20;5;2;"Karina Anna BOSAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"prawnik";"Warszawa";"146506";"Ochota";"nie należy do partii politycznej";"";21217;"41,14";"2,90";"Tak"
20;5;3;"Jacek WILK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"adwokat";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Nowa Nadzieja";"";10862;"21,06";"1,49";"Nie"
20;5;4;"Marcin Józef KUŚMIERCZYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"kierowca samochodu dostawczego";"Warszawa";"146517";"Włochy";"członek partii politycznej: Konfederacja Korony Polskiej";"";1158;"2,25";"0,16";"Nie"
20;5;5;"Wojciech KOSSAKOWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"inżynier elektronik";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Nowa Nadzieja";"";1538;"2,98";"0,21";"Nie"
20;5;6;"Magdalena Ewa MIKA-KOSIOR";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"architekt";"Nowa Iwiczna";"141803";"gm. Lesznowola";"nie należy do partii politycznej";"";606;"1,18";"0,08";"Nie"
20;5;7;"Leszek Stanisław GRUSZECKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"lekarz specjalista chirurgii ogólnej";"Radonie";"140504";"gm. Grodzisk Mazowiecki";"nie należy do partii politycznej";"";430;"0,83";"0,06";"Nie"
20;5;8;"Julia Maria ŻOŁEK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"grafik komputerowy dtp";"Otwock";"141702";"m. Otwock";"członek partii politycznej: Ruch Narodowy";"";527;"1,02";"0,07";"Nie"
20;5;9;"Anna ŚWIERGOCKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"specjalista ds. zamówień publicznych";"Jabłonna";"140802";"gm. Jabłonna";"członek partii politycznej: Konfederacja Nowa Nadzieja";"";738;"1,43";"0,10";"Nie"
20;5;10;"Michał NIEZNAŃSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"asystent parlamentarny";"Warszawa";"146503";"Białołęka";"członek partii politycznej: Konfederacja Wolność i Niepodległość";"";784;"1,52";"0,11";"Nie"
20;5;11;"Marta Agnieszka JARCZOK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"grafik komputerowy dtp";"Wrocław";"026401";"m. Wrocław";"nie należy do partii politycznej";"";154;"0,30";"0,02";"Nie"
20;5;12;"Dorota Anna SZMAL";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"sprzedawca";"Warszawa";"146509";"Rembertów";"członek partii politycznej: Ruch Narodowy";"";368;"0,71";"0,05";"Nie"
20;5;13;"Jakub Aleksander KOTOWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"kierownik projektu";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Konfederacja Korony Polskiej";"";318;"0,62";"0,04";"Nie"
20;5;14;"Lidia Anna KWIATKOWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"nauczyciel przedszkola";"Karczew";"141704";"gm. Karczew";"nie należy do partii politycznej";"";350;"0,68";"0,05";"Nie"
20;5;15;"Krzysztof MOGILSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"muzyk";"Piaseczno";"141804";"gm. Piaseczno";"członek partii politycznej: Ruch Narodowy";"";338;"0,66";"0,05";"Nie"
20;5;16;"Maria Bogusława KUNECKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"księgowy";"Grodzisk Mazowiecki";"140504";"gm. Grodzisk Mazowiecki";"nie należy do partii politycznej";"";129;"0,25";"0,02";"Nie"
20;5;17;"Ireneusz Tomasz KOZERA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Tłuste";"140504";"gm. Grodzisk Mazowiecki";"członek partii politycznej: Konfederacja Korony Polskiej";"";290;"0,56";"0,04";"Nie"
20;5;18;"Bogdan Jerzy CHMIELECKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"inżynier elektryk";"Zaborów";"143204";"gm. Leszno";"członek partii politycznej: Konfederacja Korony Polskiej";"";184;"0,36";"0,03";"Nie"
20;5;19;"Adam Piotr LUTOSTAŃSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"nauczyciel";"Warszawa";"146518";"Wola";"członek partii politycznej: Ruch Narodowy";"";92;"0,18";"0,01";"Nie"
20;5;20;"Adam Andrzej SKWARSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"trener sportu";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Ruch Narodowy";"";99;"0,19";"0,01";"Nie"
20;5;21;"Miłosz Artur SZUBA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"zarządca nieruchomości";"Otwock";"141702";"m. Otwock";"członek partii politycznej: Ruch Narodowy";"";222;"0,43";"0,03";"Nie"
20;5;22;"Agata Ada WIŚNIEWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"nauczyciel języka obcego";"Legionowo";"140801";"m. Legionowo";"nie należy do partii politycznej";"";389;"0,75";"0,05";"Nie"
20;5;23;"Robert Stanisław PASKUDZKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Paskudy";"061507";"gm. Ulan-Majorat";"członek partii politycznej: Konfederacja Korony Polskiej";"";193;"0,37";"0,03";"Nie"
20;5;24;"Wioletta Marta JACHOWICZ-WRÓBLEWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"ekonomista";"Józefów";"141701";"m. Józefów";"członek partii politycznej: Nowa Nadzieja";"";648;"1,26";"0,09";"Nie"
20;6;1;"Jan Stanisław GRABIEC";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"parlamentarzysta";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Platforma Obywatelska RP";"";71534;"27,78";"9,79";"Tak"
